line,trip,hour,num_val,output_escalator_count,output_doors_count,output_turnstile_count,input_turnstile_total_bandwidth,input_turnstile_count,input_doors_count,entry_id,year,month,day,cluster
ЛЮБЛИНСКАЯ,Петровско-Разум. - Петровско-Разум.,19.0,727.0,,,,,,,,2023,3,20,0
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,0.0,10.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,2,1,2
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,0.0,57.0,0.0,4.0,8.0,9.0,9.0,4.0,2.0,2023,8,2,2
КАЛУЖСКО-РИЖСКАЯ,Китай-город КРЛ - Китай-город КРЛ,18.0,1429.0,0.0,10.0,0.0,16.0,16.0,9.0,2.0,2023,5,28,1
АРБАТСК-ПОКРОВСК,Славянский бульв - Славянский бульв,3.0,1.0,0.0,4.0,7.0,10.0,10.0,4.0,3.0,2023,2,18,2
ТАГАНСК-КРАСНОПР,Выхино - Выхино,0.0,40.0,0.0,0.0,0.0,15.0,15.0,4.0,4.0,2023,5,17,1
СОЛНЦЕВСКАЯ ЛИН.,Рассказовка - Рассказовка,22.0,210.0,,,,,,,,2023,3,11,0
БКЛ,Новаторская - Новаторская,17.0,1192.0,,,,,,,,2023,7,10,0
ТАГАНСК-КРАСНОПР,Щукинская - Щукинская,5.0,12.0,0.0,4.0,5.0,9.0,9.0,4.0,12.0,2023,1,7,1
ЛЮБЛИНСКАЯ,Окружная - Окружная,16.0,97.0,,,,,,,,2023,2,25,0
ЗАМОСКВОРЕЦКАЯ,Речной вокзал - Речной вокзал,21.0,287.0,2.0,4.0,4.0,9.0,9.0,4.0,1.0,2023,1,29,0
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,15.0,570.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,3,4,0
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,19.0,458.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,2,15,0
КАЛУЖСКО-РИЖСКАЯ,Новые Черёмушки - Новые Черёмушки,1.0,1.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,6,12,2
СЕРПУХОВ-ТИМИРЯЗ,Цветной Бульвар - Цветной Бульвар,23.0,379.0,0.0,5.0,9.0,10.0,10.0,5.0,5.0,2023,1,6,1
СОЛНЦЕВСКАЯ ЛИН.,Говорово - Говорово,23.0,143.0,,,,,,,,2023,5,16,0
АРБАТСК-ПОКРОВСК,Парк Победы АП - Парк Победы АП,22.0,386.0,,,,,,,,2023,4,17,0
КАЛУЖСКО-РИЖСКАЯ,Коньково - Коньково,19.0,338.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,1,8,0
СЕРПУХОВ-ТИМИРЯЗ,Полянка - Полянка,1.0,2.0,0.0,5.0,8.0,9.0,9.0,5.0,5.0,2023,7,30,2
КАЛУЖСКО-РИЖСКАЯ,Ботанический сад - Ботанический сад,19.0,850.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,5,31,0
ТАГАНСК-КРАСНОПР,Сходненская - Сходненская,21.0,565.0,2.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,2,6,1
БКЛ,Шелепиха - Шелепиха,13.0,380.0,,,,,,,,2023,7,28,0
ЗАМОСКВОРЕЦКАЯ,Беломорская - Беломорская,15.0,1360.0,,,,,,,,2023,5,27,0
ЗАМОСКВОРЕЦКАЯ,Кантемировская - Кантемировская,11.0,620.0,0.0,4.0,5.0,9.0,9.0,4.0,2.0,2023,7,13,0
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,10.0,1225.0,0.0,4.0,4.0,7.0,7.0,4.0,2.0,2023,3,24,0
ТАГАНСК-КРАСНОПР,Тушинская - Тушинская,19.0,1164.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,6,21,1
ЗАМОСКВОРЕЦКАЯ,Динамо - Динамо,17.0,385.0,0.0,4.0,0.0,12.0,12.0,6.0,2.0,2023,5,1,1
БКЛ,Каширская - Каширская,13.0,1494.0,1.0,4.0,6.0,5.0,5.0,6.0,1.0,2023,7,7,0
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,21.0,207.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,8,1,0
АРБАТСК-ПОКРОВСК,Строгино - Строгино,17.0,1139.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,4,8,1
СЕРПУХОВ-ТИМИРЯЗ,Нагорная - Нагорная,16.0,511.0,0.0,4.0,5.0,8.0,8.0,4.0,5.0,2023,6,11,0
БУТОВСКАЯ ЛИНИЯ,Битцевский парк - Битцевский парк,19.0,165.0,,,,,,,,2023,7,9,0
БУТОВСКАЯ ЛИНИЯ,Бунинская аллея - Бунинская аллея,22.0,310.0,0.0,4.0,6.0,4.0,4.0,4.0,5.0,2023,6,3,0
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,1.0,7.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,4,3,2
СОЛНЦЕВСКАЯ ЛИН.,Солнцево - Солнцево,11.0,330.0,,,,,,,,2023,7,17,0
БКЛ,Каховская - Каховская,19.0,546.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,5,15,0
СЕРПУХОВ-ТИМИРЯЗ,Б-р Дм. Донского - Б-р Дм. Донского,0.0,70.0,0.0,0.0,4.0,4.0,4.0,0.0,17.0,2023,7,12,2
ФИЛЁВСКАЯ,Фили - Фили,22.0,96.0,0.0,0.0,12.0,4.0,4.0,3.0,3.0,2023,6,17,0
СОЛНЦЕВСКАЯ ЛИН.,Ломоносовск.пр-т - Ломоносовск.пр-т,18.0,559.0,,,,,,,,2023,2,15,0
БКЛ,Хорошёвская - Хорошёвская,6.0,169.0,,,,,,,,2023,2,8,2
МЦК,Шелепиха МЦК - Шелепиха МЦК,19.0,621.0,,,,,,,,2023,7,15,0
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,16.0,42.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,2,3,0
ФИЛЁВСКАЯ,Студенческая - Студенческая,7.0,188.0,0.0,6.0,5.0,5.0,5.0,3.0,5.0,2023,5,20,2
КОЛЬЦЕВАЯ,Комсомольская К - Комсомольская К,21.0,476.0,,,,,,,,2023,3,14,0
ТАГАНСК-КРАСНОПР,Баррикадная - Баррикадная,10.0,615.0,0.0,4.0,0.0,10.0,10.0,4.0,5.0,2023,3,14,1
КАЛУЖСКО-РИЖСКАЯ,Тургеневская - Тургеневская,4.0,2.0,3.0,6.0,0.0,12.0,12.0,6.0,5.0,2023,2,22,1
ММТС,ВВЦ - ВВЦ,15.0,393.0,,,,,,,,2023,1,3,0
СЕРПУХОВ-ТИМИРЯЗ,Отрадное - Отрадное,13.0,922.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,7,31,0
СОКОЛЬНИЧЕСКАЯ,Лубянка - Лубянка,17.0,1294.0,0.0,3.0,10.0,13.0,13.0,3.0,2.0,2023,3,4,1
ФИЛЁВСКАЯ,Александр. сад - Александр. сад,23.0,456.0,0.0,3.0,4.0,6.0,6.0,3.0,5.0,2023,7,30,0
ТАГАНСК-КРАСНОПР,Волгоградский пр - Волгоградский пр,8.0,435.0,0.0,3.0,0.0,6.0,6.0,3.0,3.0,2023,6,23,2
КАЛУЖСКО-РИЖСКАЯ,Новоясеневская - Новоясеневская,13.0,182.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,7,28,0
КОЛЬЦЕВАЯ,Павелецкая К - Павелецкая К,23.0,860.0,,,,,,,,2023,4,8,0
СОКОЛЬНИЧЕСКАЯ,Университет - Университет,10.0,550.0,0.0,4.0,0.0,10.0,10.0,6.0,2.0,2023,4,8,1
ЛЮБЛИНСКАЯ,Окружная - Окружная,10.0,830.0,,,,,,,,2023,5,30,0
МЦК,Хорошёво МЦК - Хорошёво МЦК,14.0,187.0,,,,,,,,2023,7,15,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,13.0,1053.0,0.0,4.0,4.0,8.0,8.0,4.0,13.0,2023,4,4,1
МИНИМЕТРО,Международная - Международная,6.0,57.0,0.0,4.0,4.0,5.0,5.0,4.0,5.0,2023,4,16,2
СЕРПУХОВ-ТИМИРЯЗ,Бибирево - Бибирево,9.0,1380.0,0.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,5,31,0
МЦК,Б-р Рокоссов.МЦК - Б-р Рокоссов.МЦК,0.0,31.0,,,,,,,,2023,8,19,2
СОЛНЦЕВСКАЯ ЛИН.,Раменки - Раменки,0.0,64.0,,,,,,,,2023,4,8,2
ЛЮБЛИНСКАЯ,Волжская - Волжская,23.0,55.0,0.0,4.0,5.0,8.0,8.0,4.0,13.0,2023,2,23,1
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,10.0,389.0,0.0,2.0,3.0,5.0,5.0,3.0,3.0,2023,6,28,2
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,4.0,1.0,0.0,5.0,8.0,10.0,10.0,5.0,4.0,2023,2,13,2
БКЛ,Кунцевская БКЛ - Кунцевская БКЛ,20.0,140.0,0.0,2.0,3.0,3.0,3.0,2.0,4.0,2023,4,16,0
АРБАТСК-ПОКРОВСК,Киевская АПЛ - Киевская АПЛ,7.0,751.0,0.0,3.0,5.0,10.0,10.0,7.0,7.0,2023,1,2,1
КОЛЬЦЕВАЯ,Комсомольская К - Комсомольская К,0.0,87.0,,,,,,,,2023,4,11,2
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,12.0,831.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,5,13,0
АРБАТСК-ПОКРОВСК,Измайловская - Измайловская,9.0,1052.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,2023,7,10,0
ЗАМОСКВОРЕЦКАЯ,Павелецкая ЗЛ - Павелецкая ЗЛ,18.0,1193.0,0.0,4.0,3.0,7.0,7.0,4.0,5.0,2023,5,8,0
СЕРПУХОВ-ТИМИРЯЗ,Алтуфьево - Алтуфьево,14.0,1001.0,0.0,4.0,4.0,7.0,7.0,4.0,1.0,2023,6,1,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,22.0,322.0,0.0,4.0,6.0,8.0,8.0,4.0,12.0,2023,2,19,1
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,13.0,635.0,0.0,3.0,0.0,5.0,5.0,3.0,1.0,2023,7,20,0
ТАГАНСК-КРАСНОПР,Рязанский пр-т - Рязанский пр-т,13.0,692.0,0.0,3.0,4.0,7.0,7.0,3.0,4.0,2023,2,18,0
СЕРПУХОВ-ТИМИРЯЗ,Нахимовский пр-т - Нахимовский пр-т,8.0,1366.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,3,24,0
МЦК,Сокол. гора МЦК - Сокол. гора МЦК,21.0,135.0,,,,,,,,2023,3,17,0
НЕКРАСОВСКАЯ,Лухмановская - Лухмановская,16.0,219.0,,,,,,,,2023,7,27,0
СОКОЛЬНИЧЕСКАЯ,Охотный ряд - Охотный ряд,15.0,1308.0,0.0,4.0,0.0,11.0,11.0,4.0,1.0,2023,6,11,0
АРБАТСК-ПОКРОВСК,Измайловская - Измайловская,14.0,695.0,0.0,3.0,5.0,5.0,5.0,3.0,4.0,2023,2,20,0
АРБАТСК-ПОКРОВСК,Митино - Митино,15.0,691.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,7,13,0
НЕКРАСОВСКАЯ,Юго-Восточная - Юго-Восточная,13.0,465.0,,,,,,,,2023,6,26,0
КАЛУЖСКО-РИЖСКАЯ,Ясенево - Ясенево,13.0,861.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,16,0
КАЛУЖСКО-РИЖСКАЯ,Рижская - Рижская,1.0,6.0,0.0,4.0,0.0,7.0,7.0,4.0,5.0,2023,2,27,2
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,21.0,260.0,0.0,4.0,6.0,8.0,8.0,4.0,2.0,2023,1,29,0
ЛЮБЛИНСКАЯ,Борисово - Борисово,3.0,6.0,0.0,4.0,6.0,7.0,7.0,4.0,13.0,2023,3,18,2
БУТОВСКАЯ ЛИНИЯ,Ул. Горчакова - Ул. Горчакова,12.0,492.0,0.0,4.0,6.0,4.0,4.0,4.0,5.0,2023,8,16,0
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,18.0,780.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,16,0
БКЛ,Терехово - Терехово,23.0,7.0,,,,,,,,2023,4,19,0
БКЛ,Зюзино - Зюзино,17.0,530.0,,,,,,,,2023,5,13,0
СОЛНЦЕВСКАЯ ЛИН.,Рассказовка - Рассказовка,14.0,657.0,,,,,,,,2023,4,25,0
СОЛНЦЕВСКАЯ ЛИН.,Солнцево - Солнцево,12.0,320.0,,,,,,,,2023,6,20,0
ЛЮБЛИНСКАЯ,Верхние Лихоборы - Верхние Лихоборы,6.0,277.0,,,,,,,,2023,8,4,2
АРБАТСК-ПОКРОВСК,Строгино - Строгино,16.0,794.0,0.0,4.0,5.0,11.0,11.0,4.0,3.0,2023,3,10,1
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,8.0,270.0,0.0,4.0,5.0,11.0,11.0,4.0,2.0,2023,7,2,2
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,1.0,8.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,8,10,2
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,8.0,849.0,0.0,4.0,0.0,8.0,8.0,4.0,13.0,2023,5,13,1
ЗАМОСКВОРЕЦКАЯ,Орехово - Орехово,10.0,250.0,0.0,4.0,5.0,11.0,11.0,4.0,2.0,2023,8,13,1
ЛЮБЛИНСКАЯ,Петровско-Разум. - Петровско-Разум.,10.0,379.0,,,,,,,,2023,4,10,2
ЛЮБЛИНСКАЯ,Бутырская - Бутырская,20.0,242.0,,,,,,,,2023,3,19,0
КАЛУЖСКО-РИЖСКАЯ,Свиблово - Свиблово,17.0,495.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,6,15,0
МЦК,Лихоборы МЦК - Лихоборы МЦК,13.0,331.0,,,,,,,,2023,2,7,0
КАЛУЖСКО-РИЖСКАЯ,Академическая - Академическая,6.0,538.0,0.0,3.0,4.0,5.0,5.0,3.0,1.0,2023,2,20,2
КОЛЬЦЕВАЯ,Киевская КЛ - Киевская КЛ,10.0,791.0,0.0,4.0,9.0,9.0,9.0,4.0,5.0,2023,6,18,0
БКЛ,Терехово - Терехово,20.0,21.0,,,,,,,,2023,7,2,0
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,15.0,1367.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,6,20,0
БКЛ,Мнёвники - Мнёвники,18.0,63.0,,,,,,,,2023,5,12,0
АРБАТСК-ПОКРОВСК,Митино - Митино,12.0,258.0,0.0,4.0,6.0,9.0,9.0,4.0,0.0,2023,2,22,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,13.0,320.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,4,2,1
КАЛИНИНСКАЯ,Марксистская - Марксистская,5.0,101.0,0.0,4.0,8.0,14.0,14.0,4.0,5.0,2023,8,21,1
СОКОЛЬНИЧЕСКАЯ,Лубянка - Лубянка,0.0,428.0,0.0,3.0,10.0,13.0,13.0,3.0,2.0,2023,7,5,2
ЗАМОСКВОРЕЦКАЯ,Царицыно - Царицыно,21.0,830.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,30,0
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,14.0,1285.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,29,0
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,5.0,223.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,5,13,2
МЦК,Пл. Гагарина МЦК - Пл. Гагарина МЦК,9.0,182.0,,,,,,,,2023,5,16,2
КАЛУЖСКО-РИЖСКАЯ,Ленинский пр-т - Ленинский пр-т,21.0,747.0,0.0,3.0,0.0,8.0,8.0,3.0,2.0,2023,5,15,0
БКЛ,Давыдково - Давыдково,15.0,355.0,,,,,,,,2023,3,12,0
СОКОЛЬНИЧЕСКАЯ,Преображенск. пл - Преображенск. пл,13.0,1193.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,4,18,0
БКЛ,Мнёвники - Мнёвники,14.0,2.0,,,,,,,,2023,6,1,2
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,10.0,527.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,8,6,0
БКЛ,Народное Ополч-е - Народное Ополч-е,10.0,199.0,,,,,,,,2023,3,8,2
ММТС,Ул. Милашенкова - Ул. Милашенкова,16.0,17.0,,,,,,,,2023,7,9,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,12.0,1450.0,0.0,0.0,0.0,23.0,23.0,4.0,5.0,2023,6,8,1
ЗАМОСКВОРЕЦКАЯ,Динамо - Динамо,17.0,1357.0,0.0,4.0,0.0,12.0,12.0,6.0,1.0,2023,2,1,1
БКЛ,Новаторская - Новаторская,10.0,761.0,,,,,,,,2023,3,29,0
АРБАТСК-ПОКРОВСК,Кунцевская АПЛ - Кунцевская АПЛ,5.0,63.0,0.0,2.0,2.0,5.0,5.0,2.0,4.0,2023,6,20,2
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,12.0,169.0,0.0,4.0,0.0,6.0,6.0,6.0,1.0,2023,7,16,2
СОЛНЦЕВСКАЯ ЛИН.,Рассказовка - Рассказовка,23.0,40.0,,,,,,,,2023,1,18,0
КАЛУЖСКО-РИЖСКАЯ,Ботанический сад - Ботанический сад,21.0,195.0,0.0,4.0,0.0,8.0,8.0,4.0,1.0,2023,1,5,0
АРБАТСК-ПОКРОВСК,Щёлковская - Щёлковская,14.0,515.0,0.0,12.0,5.0,14.0,14.0,12.0,1.0,2023,2,26,1
БКЛ,Аминьевская - Аминьевская,2.0,2.0,,,,,,,,2023,4,11,2
КАЛУЖСКО-РИЖСКАЯ,Октябрьская Р - Октябрьская Р,14.0,727.0,,,,,,,,2023,4,5,0
ЛЮБЛИНСКАЯ,Трубная - Трубная,9.0,298.0,0.0,5.0,7.0,11.0,11.0,5.0,5.0,2023,1,31,1
ЛЮБЛИНСКАЯ,Печатники - Печатники,19.0,1126.0,,,,,,,,2023,3,22,0
АРБАТСК-ПОКРОВСК,Молодёжная - Молодёжная,10.0,856.0,0.0,4.0,5.0,7.0,7.0,4.0,4.0,2023,5,28,0
ТАГАНСК-КРАСНОПР,Выхино - Выхино,1.0,4.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,7,25,2
КОЛЬЦЕВАЯ,Парк культуры К - Парк культуры К,16.0,402.0,,,,,,,,2023,3,25,0
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,10.0,787.0,0.0,4.0,8.0,11.0,11.0,4.0,2.0,2023,1,21,1
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,3.0,1.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,1,25,2
ЛЮБЛИНСКАЯ,Марьино - Марьино,12.0,274.0,0.0,4.0,5.0,7.0,7.0,4.0,13.0,2023,7,23,1
ТАГАНСК-КРАСНОПР,Выхино - Выхино,21.0,73.0,0.0,0.0,0.0,7.0,7.0,4.0,3.0,2023,3,29,0
АРБАТСК-ПОКРОВСК,Мякинино - Мякинино,22.0,745.0,0.0,0.0,10.0,12.0,12.0,3.0,0.0,2023,1,26,0
ФИЛЁВСКАЯ,Александр. сад - Александр. сад,10.0,53.0,0.0,4.0,4.0,8.0,8.0,10.0,5.0,2023,4,1,1
СЕРПУХОВ-ТИМИРЯЗ,Нагатинская - Нагатинская,5.0,97.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,29,2
АРБАТСК-ПОКРОВСК,Крылатское - Крылатское,11.0,764.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,6,29,0
КАЛУЖСКО-РИЖСКАЯ,Китай-город КРЛ - Китай-город КРЛ,10.0,660.0,0.0,5.0,0.0,8.0,8.0,5.0,1.0,2023,7,21,0
АРБАТСК-ПОКРОВСК,Бауманская - Бауманская,0.0,411.0,0.0,4.0,0.0,9.0,9.0,6.0,5.0,2023,5,8,2
ЗАМОСКВОРЕЦКАЯ,Речной вокзал - Речной вокзал,17.0,963.0,2.0,4.0,4.0,9.0,9.0,4.0,1.0,2023,5,4,0
ЛЮБЛИНСКАЯ,Шипиловская - Шипиловская,19.0,94.0,0.0,4.0,5.0,7.0,7.0,4.0,12.0,2023,6,10,1
КАЛУЖСКО-РИЖСКАЯ,Рижская - Рижская,20.0,647.0,0.0,4.0,0.0,7.0,7.0,4.0,5.0,2023,1,31,0
ЗАМОСКВОРЕЦКАЯ,Домодедовская - Домодедовская,16.0,589.0,2.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,4,9,0
ТАГАНСК-КРАСНОПР,Кузьминки - Кузьминки,0.0,215.0,0.0,4.0,5.0,8.0,8.0,4.0,4.0,2023,6,25,2
КОЛЬЦЕВАЯ,Октябрьская КЛ - Октябрьская КЛ,14.0,1194.0,0.0,8.0,5.0,7.0,7.0,4.0,5.0,2023,1,28,0
БКЛ,Дел. центр БКЛ - Дел. центр БКЛ,11.0,129.0,,,,,,,,2023,4,11,2
БКЛ,Савёловская БКЛ - Савёловская БКЛ,5.0,34.0,,,,,,,,2023,7,19,2
СОКОЛЬНИЧЕСКАЯ,Красные ворота - Красные ворота,22.0,191.0,0.0,2.0,4.0,6.0,6.0,2.0,2.0,2023,2,19,0
СОЛНЦЕВСКАЯ ЛИН.,Раменки - Раменки,22.0,160.0,,,,,,,,2023,4,24,0
АРБАТСК-ПОКРОВСК,Пятницкое шоссе - Пятницкое шоссе,9.0,351.0,,,,,,,,2023,3,20,2
МЦК,Стрешнево МЦК - Стрешнево МЦК,20.0,560.0,,,,,,,,2023,7,2,0
СЕРПУХОВ-ТИМИРЯЗ,Ул. Ак. Янгеля - Ул. Ак. Янгеля,3.0,1.0,0.0,4.0,5.0,7.0,7.0,4.0,1.0,2023,3,10,2
КАЛУЖСКО-РИЖСКАЯ,Бабушкинская - Бабушкинская,0.0,48.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,2,25,2
ММТС,Телецентр - Телецентр,12.0,20.0,,,,,,,,2023,4,22,2
ЗАМОСКВОРЕЦКАЯ,Автозаводская - Автозаводская,8.0,279.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,5,21,2
ТАГАНСК-КРАСНОПР,Спартак - Спартак,17.0,215.0,,,,,,,,2023,3,7,0
КАЛИНИНСКАЯ,Авиамотор-я КалЛ - Авиамотор-я КалЛ,0.0,223.0,0.0,5.0,8.0,13.0,13.0,5.0,5.0,2023,5,17,1
МЦК,Белокаменная МЦК - Белокаменная МЦК,6.0,27.0,,,,,,,,2023,3,31,2
МЦК,Крымская МЦК - Крымская МЦК,5.0,40.0,,,,,,,,2023,3,25,2
БУТОВСКАЯ ЛИНИЯ,Ул. Скобелевская - Ул. Скобелевская,9.0,604.0,0.0,3.0,8.0,4.0,4.0,3.0,13.0,2023,8,5,0
СОКОЛЬНИЧЕСКАЯ,Кропоткинская - Кропоткинская,12.0,285.0,0.0,2.0,3.0,6.0,6.0,2.0,1.0,2023,3,31,0
АРБАТСК-ПОКРОВСК,Первомайская - Первомайская,20.0,378.0,0.0,3.0,5.0,5.0,5.0,3.0,1.0,2023,6,2,0
СОЛНЦЕВСКАЯ ЛИН.,Дел. центр СолЛ - Дел. центр СолЛ,10.0,114.0,,,,,,,,2023,6,24,2
КАЛУЖСКО-РИЖСКАЯ,Беляево - Беляево,0.0,98.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,8,6,2
ЗАМОСКВОРЕЦКАЯ,Коломенская - Коломенская,21.0,694.0,0.0,4.0,0.0,8.0,8.0,4.0,2.0,2023,7,20,0
ЗАМОСКВОРЕЦКАЯ,Новокузнецкая - Новокузнецкая,0.0,489.0,0.0,4.0,0.0,8.0,8.0,8.0,5.0,2023,3,25,1
СОКОЛЬНИЧЕСКАЯ,Румянцево - Румянцево,23.0,40.0,,,,,,,,2023,3,16,0
КАЛИНИНСКАЯ,Новогиреево - Новогиреево,0.0,35.0,1.0,4.0,5.0,8.0,8.0,4.0,3.0,2023,4,13,2
КОЛЬЦЕВАЯ,Проспект Мира КЛ - Проспект Мира КЛ,8.0,1179.0,0.0,4.0,0.0,8.0,8.0,4.0,5.0,2023,1,23,0
БКЛ,Каховская - Каховская,11.0,408.0,0.0,4.0,5.0,8.0,8.0,4.0,2.0,2023,4,28,0
ЗАМОСКВОРЕЦКАЯ,Водный Стадион - Водный Стадион,8.0,1330.0,1.0,4.0,5.0,7.0,7.0,4.0,2.0,2023,8,9,0
ЗАМОСКВОРЕЦКАЯ,Сокол - Сокол,14.0,1214.0,0.0,6.0,4.0,10.0,10.0,6.0,4.0,2023,1,27,1
БКЛ,Каховская - Каховская,12.0,569.0,0.0,4.0,6.0,8.0,8.0,4.0,1.0,2023,5,30,0
ЛЮБЛИНСКАЯ,Братиславская - Братиславская,21.0,352.0,0.0,4.0,4.0,8.0,8.0,4.0,13.0,2023,1,18,1
КАЛУЖСКО-РИЖСКАЯ,Тёплый стан - Тёплый стан,23.0,200.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,22,0
ТАГАНСК-КРАСНОПР,Октябрьское поле - Октябрьское поле,10.0,1146.0,0.0,4.0,0.0,8.0,8.0,4.0,12.0,2023,7,3,1
ЛЮБЛИНСКАЯ,Фонвизинская - Фонвизинская,0.0,40.0,,,,,,,,2023,4,9,2
СЕРПУХОВ-ТИМИРЯЗ,Владыкино - Владыкино,12.0,277.0,0.0,4.0,8.0,11.0,11.0,4.0,1.0,2023,4,16,1
СЕРПУХОВ-ТИМИРЯЗ,Нахимовский пр-т - Нахимовский пр-т,9.0,922.0,0.0,4.0,5.0,8.0,8.0,4.0,1.0,2023,6,29,0
СОКОЛЬНИЧЕСКАЯ,Чистые пруды - Чистые пруды,13.0,790.0,0.0,4.0,4.0,8.0,8.0,4.0,5.0,2023,3,13,0
ЗАМОСКВОРЕЦКАЯ,Технопарк - Технопарк,9.0,136.0,,,,,,,,2023,7,1,2
КОЛЬЦЕВАЯ,Белорусская КЛ - Белорусская КЛ,0.0,192.0,0.0,5.0,8.0,10.0,10.0,5.0,4.0,2023,1,19,2
